Id,SalePrice
1461,117791.183929
1462,158537.18648
1463,189411.957533
1464,200961.013682
1465,189000.504248
1466,174956.243599
1467,177492.86767
1468,166125.357302
1469,194537.132397
1470,123776.702742
1471,185484.19342
1472,94793.458634
1473,96797.2621543
1474,158699.471875
1475,118882.84125
1476,381873.948464
1477,264354.621718
1478,304566.991764
1479,265568.748634
1480,481719.137217
1481,319285.695778
1482,211588.881254
1483,171273.623182
1484,171893.340092
1485,187516.171189
1486,196346.843883
1487,341827.609133
1488,243967.445504
1489,215341.521349
1490,221622.421869
1491,188972.700142
1492,83227.1891302
1493,210044.102453
1494,298297.043586
1495,292431.224573
1496,243600.142734
1497,169544.887438
1498,157847.499695
1499,159615.333319
1500,155047.641368
1501,191511.652591
1502,137809.556661
1503,273743.818895
1504,238619.749323
1505,225908.005543
1506,181540.46269
1507,252103.42121
1508,191926.254366
1509,162482.510119
1510,148249.040916
1511,138295.004607
1512,167205.194936
1513,150973.459027
1514,165511.473326
1515,205692.333145
1516,162143.495553
1517,167657.845218
1518,129725.803276
1519,223342.375349
1520,131205.326432
1521,132404.970688
1522,172076.19733
1523,108860.874411
1524,127287.074715
1525,118382.583655
1526,122603.46808
1527,99907.6834242
1528,142819.988451
1529,145066.8254
1530,187271.455983
1531,91666.793746
1532,90782.7892433
1533,140422.29346
1534,119852.75194
1535,152256.081822
1536,108158.332346
1537,62752.1514592
1538,186402.476762
1539,213517.984932
1540,110054.612287
1541,149039.390541
1542,136748.581727
1543,215234.087735
1544,74027.3290912
1545,114393.099995
1546,132115.147181
1547,122810.76633
1548,140178.217578
1549,125709.077066
1550,148243.108509
1551,112973.958321
1552,138103.482753
1553,157594.846033
1554,115326.917216
1555,158246.72891
1556,74236.595383
1557,110511.956535
1558,92672.3891593
1559,89482.2222969
1560,138159.441623
1561,125936.174808
1562,127308.86788
1563,128033.95911
1564,149300.75338
1565,141789.517833
1566,224054.432154
1567,62177.6041406
1568,216201.187168
1569,130546.364073
1570,134178.141443
1571,117461.901058
1572,149642.62712
1573,264406.132018
1574,121902.503962
1575,225995.496633
1576,238790.552005
1577,198358.864718
1578,155020.341811
1579,144377.051107
1580,192657.931292
1581,155845.040266
1582,127835.337302
1583,305649.30546
1584,236171.483185
1585,141238.964556
1586,67956.4816488
1587,104413.647516
1588,161048.951425
1589,105775.69224
1590,131987.009085
1591,90825.6245997
1592,113097.320437
1593,130835.053872
1594,157582.409481
1595,106349.775898
1596,228309.503527
1597,185132.390529
1598,215278.586214
1599,172264.580086
1600,171345.104747
1601,61447.4879286
1602,114653.578439
1603,67980.1590673
1604,269488.294304
1605,246877.265749
1606,170801.207376
1607,181510.720023
1608,205546.444144
1609,193296.398499
1610,157449.969466
1611,136373.027174
1612,165456.511706
1613,161317.959807
1614,122251.915607
1615,87961.8856241
1616,64961.8766198
1617,87248.9937547
1618,121256.94404
1619,138340.964734
1620,158826.288193
1621,135348.144611
1622,146067.393662
1623,282969.606591
1624,207405.797491
1625,131072.158945
1626,174683.604986
1627,192624.13822
1628,258036.763222
1629,186948.112553
1630,382945.577375
1631,225955.448841
1632,238959.942406
1633,183083.599752
1634,187928.154499
1635,183529.343094
1636,152207.191696
1637,190984.854314
1638,196702.231397
1639,184573.414976
1640,254992.065627
1641,179114.194963
1642,223021.557757
1643,227269.396646
1644,221697.509097
1645,199872.079626
1646,164003.801781
1647,166814.793496
1648,133213.46751
1649,136908.054268
1650,123218.906277
1651,121115.745888
1652,95984.6770559
1653,101553.386238
1654,144377.520443
1655,139773.863894
1656,143640.940502
1657,149718.10937
1658,144722.043958
1659,124470.362166
1660,149649.526265
1661,404400.854032
1662,419788.389005
1663,376266.75793
1664,428501.208701
1665,324913.317234
1666,334349.300769
1667,361776.35953
1668,343376.032583
1669,297172.72515
1670,356729.497162
1671,274497.102659
1672,447719.71938
1673,301124.998102
1674,255722.686138
1675,198525.50628
1676,201855.866322
1677,228523.963828
1678,491642.632953
1679,369242.568734
1680,343001.130654
1681,253696.287074
1682,308498.080008
1683,185933.581142
1684,168159.446567
1685,175457.515754
1686,170419.61694
1687,177799.069421
1688,185678.844066
1689,191993.213695
1690,192521.998607
1691,185738.96755
1692,252364.099427
1693,171511.985568
1694,189251.418351
1695,170750.58449
1696,272107.993383
1697,179988.976163
1698,364153.168261
1699,331806.3723
1700,260946.137396
1701,275541.065952
1702,256198.307766
1703,256482.501222
1704,287941.655037
1705,222962.631875
1706,415534.341839
1707,224413.702595
1708,210658.175047
1709,266555.005202
1710,214673.33576
1711,263671.78108
1712,260403.007677
1713,265298.173771
1714,218799.299568
1715,210022.150113
1716,185165.306972
1717,177761.634945
1718,135805.361009
1719,203465.957153
1720,248432.085117
1721,162363.072192
1722,124051.835022
1723,147929.396934
1724,214039.249661
1725,238500.359879
1726,188911.40491
1727,157984.800191
1728,160670.880981
1729,170036.359674
1730,166639.908089
1731,124355.637033
1732,129294.221928
1733,116374.144842
1734,119708.982601
1735,134261.384456
1736,112864.499809
1737,322168.693587
1738,226554.506363
1739,308431.124407
1740,264743.810557
1741,199660.623281
1742,181190.701911
1743,177499.358642
1744,302714.697393
1745,234233.967036
1746,199419.170105
1747,232140.004257
1748,224444.899899
1749,146055.450471
1750,133978.755142
1751,222379.652336
1752,119777.895233
1753,141223.53669
1754,207408.774754
1755,166376.155492
1756,137996.213162
1757,124889.349308
1758,140373.384684
1759,170952.140638
1760,167793.390664
1761,152254.470116
1762,179759.843535
1763,181469.558545
1764,102166.929359
1765,151263.055677
1766,175373.719151
1767,215455.383068
1768,151262.463649
1769,174583.731045
1770,153095.02911
1771,132203.311903
1772,130729.560994
1773,131853.743699
1774,127795.525035
1775,141096.894222
1776,130485.361188
1777,110708.546164
1778,147362.955326
1779,117981.937946
1780,177391.091443
1781,134475.83558
1782,87468.1927407
1783,148428.195463
1784,110498.962673
1785,124667.168447
1786,141826.868271
1787,167025.477935
1788,48391.023572
1789,99468.6179212
1790,73508.2501514
1791,172269.222867
1792,155563.888537
1793,134650.875364
1794,163116.326764
1795,130390.731647
1796,125170.701368
1797,125401.394623
1798,127940.63423
1799,109054.711439
1800,137223.733128
1801,124920.405668
1802,139101.22454
1803,145202.467172
1804,135968.869595
