Id,SalePrice
1461,115016.615976
1462,153892.036006
1463,188311.798548
1464,196436.808851
1465,192930.778877
1466,174248.511457
1467,179166.00847
1468,165116.189356
1469,194962.779253
1470,125325.562697
1471,182096.620837
1472,95817.7059671
1473,98257.1448902
1474,156692.109763
1475,122301.342408
1476,377550.84149
1477,265807.520337
1478,305820.185038
1479,290002.997547
1480,471241.056015
1481,316435.491571
1482,214898.511861
1483,172840.031241
1484,173675.845215
1485,188792.676908
1486,199158.131004
1487,351083.595255
1488,244055.709347
1489,212736.089953
1490,227148.604859
1491,190429.729181
1492,83236.9774211
1493,211005.765358
1494,303337.868754
1495,293590.922079
1496,242010.061872
1497,173126.81995
1498,161489.094888
1499,161644.407539
1500,150847.244485
1501,190384.03558
1502,144977.987284
1503,281681.701801
1504,236347.219469
1505,221660.132824
1506,184980.824463
1507,249189.378769
1508,190747.590604
1509,163447.255173
1510,146252.921197
1511,137990.83175
1512,168103.77433
1513,151385.610438
1514,175412.833301
1515,201609.03552
1516,158838.238399
1517,168340.932531
1518,124341.779293
1519,221460.642303
1520,129747.396277
1521,129936.48167
1522,175614.834354
1523,104995.191925
1524,127333.420772
1525,116184.471324
1526,123527.504488
1527,100992.516334
1528,139892.419698
1529,148497.580424
1530,200332.424882
1531,94602.0063958
1532,95924.1948289
1533,145125.255064
1534,121582.732601
1535,155195.949474
1536,106244.730393
1537,58395.2138507
1538,177078.629962
1539,209211.439927
1540,111609.040847
1541,149782.945636
1542,140252.913211
1543,203251.404723
1544,71863.550582
1545,116917.811714
1546,132763.994347
1547,130926.356431
1548,145222.842895
1549,127072.334299
1550,147117.335201
1551,111356.738806
1552,145657.560035
1553,160178.681988
1554,118542.274425
1555,159536.946629
1556,71128.9853982
1557,111784.237721
1558,99041.6311403
1559,87674.1174795
1560,138812.077763
1561,135060.339049
1562,128836.407359
1563,124980.278199
1564,153946.394611
1565,143377.357287
1566,228615.349688
1567,72814.8007907
1568,213798.134923
1569,126226.713428
1570,134826.75909
1571,114212.815745
1572,147483.233552
1573,254691.186198
1574,122991.0288
1575,225201.566667
1576,239382.420165
1577,200533.403996
1578,153369.544225
1579,139387.836918
1580,190203.654577
1581,157948.810115
1582,130632.820454
1583,307131.034595
1584,230714.182708
1585,142174.942897
1586,64648.9027892
1587,104677.448297
1588,154716.116361
1589,106765.309159
1590,133285.197377
1591,88360.5356642
1592,120896.584384
1593,130780.100487
1594,148302.961693
1595,105080.181269
1596,228189.480355
1597,192702.756954
1598,210380.667721
